domain,target_domain,country,brand,technique
unicredit-token.rs,unicredit.rs,sr,Unicredit,keyword_injection
procredit-rata.net,procredit.rs,sr,ProCredit,keyword_injection
mts-prepaid.rs,mts.rs,sr,MTS,keyword_injection
telekom-fiksni.net,telekom.rs,sr,Telekom Srbija,keyword_injection
a1-roaming.com,a1.rs,sr,A1 Srbija,keyword_injection
yettel-prepaid.rs,yettel.rs,sr,Yettel,keyword_injection
m-tel-postpaid.me,mtel.me,cg,m:tel,keyword_injection
bh-telecom-internet.ba,bhtelecom.ba,bih,BH Telecom,keyword_injection
ht-paketi.hr,ht.hr,hr,Hrvatski Telekom,keyword_injection
posta-rs.net,posta.rs,sr,Pošta Srbije,tld_swap
posta-cg.com,posta.me,cg,Pošta Crne Gore,brand_suffix
bhposta.com,bhposta.ba,bih,BH Pošta,brand_suffix
posta-hr.net,posta.hr,hr,Hrvatska pošta,tld_swap
dexpress.rs,dexpress.rs,sr,DExpress,exact_match
postexpress.rs,postexpress.rs,sr,PostExpress,exact_match
glovo.rs,glovo.rs,sr,Glovo,exact_match
wolt.rs,wolt.rs,sr,Wolt,exact_match
mup.gov.rs,mup.gov.rs,sr,MUP Srbije,exact_match
carina.gov.rs,carina.gov.rs,sr,Uprava carina,exact_match
purs.gov.rs,purs.gov.rs,sr,Poreska uprava,exact_match
putevi-srbije.rs,putevi-srbije.rs,sr,Putevi Srbije,exact_match
parking-beograd.rs,parking-beograd.rs,sr,Parking Beograd,exact_match
parking-novisad.rs,parking-novisad.rs,sr,Parking Novi Sad,exact_match
parking-podgorica.me,parking-podgorica.me,cg,Parking Podgorica,exact_match
parking.ba,parking.ba,bih,Parking Sarajevo,exact_match
parking-zagreb.hr,parking-zagreb.hr,hr,Parking Zagreb,exact_match
parking-split.hr,parking-split.hr,hr,Parking Split,exact_match
parkomat.hr,parkomat.hr,hr,Parkomat,exact_match
t-hrvatski.hr,t-hrvatski.hr,hr,T-HT,exact_match
konzum.hr,konzum.hr,hr,Konzum,exact_match
lidl.hr,lidl.hr,hr,Lidl,exact_match
tele2.hr,tele2.hr,hr,Tele2,exact_match
muller.ba,muller.ba,bih,Müller,exact_match
petrol.hr,petrol.hr,hr,Petrol,exact_match
mercator.rs,mercator.rs,sr,Mercator,exact_match
idea.rs,idea.rs,sr,Idea,exact_match
maxi.rs,maxi.rs,sr,Maxi,exact_match
dm.hr,dm.hr,hr,DM,exact_match
airserbia.com,airserbia.com,sr,Air Serbia,exact_match
sberbank.rs,sberbank.rs,sr,Sberbank,exact_match
kreditnaunija.rs,kreditnaunija.rs,sr,Kreditna unija,exact_match
unicredit.rs,unicredit.rs,sr,Unicredit,exact_match
procredit.rs,procredit.rs,sr,ProCredit,exact_match
mts.rs,mts.rs,sr,MTS,exact_match
telekom.rs,telekom.rs,sr,Telekom Srbija,exact_match
a1.rs,a1.rs,sr,A1 Srbija,exact_match
yettel.rs,yettel.rs,sr,Yettel,exact_match
mtel.me,mtel.me,cg,m:tel,exact_match
bhtelecom.ba,bhtelecom.ba,bih,BH Telecom,exact_match
telemach.ba,telemach.ba,bih,Telemach,exact_match
ht.hr,ht.hr,hr,Hrvatski Telekom,exact_match
vip.hr,vip.hr,hr,VIP,exact_match
posta.rs,posta.rs,sr,Pošta Srbije,exact_match
posta.me,posta.me,cg,Pošta Crne Gore,exact_match
bhposta.ba,bhposta.ba,bih,BH Pošta,exact_match
posta.hr,posta.hr,hr,Hrvatska pošta,exact_match
dhl.rs,dhl.rs,sr,DHL,exact_match
dpd.rs,dpd.rs,sr,DPD,exact_match
gls.rs,gls.rs,sr,GLS,exact_match
kurir.rs,kurir.rs,sr,Kurir,exact_match
mup.gov.me,mup.gov.me,cg,Uprava policije,exact_match
carina.gov.me,carina.gov.me,cg,Uprava carina,exact_match
poreskauprava.gov.me,poreskauprava.gov.me,cg,Poreska uprava,exact_match
parking-tivat.me,parking-tivat.me,cg,Parking Tivat,exact_match
parking-budva.me,parking-budva.me,cg,Parking Budva,exact_match
parking-bar.me,parking-bar.me,cg,Parking Bar,exact_match
parking-kotor.me,parking-kotor.me,cg,Parking Kotor,exact_match
parking-hercegnovi.me,parking-hercegnovi.me,cg,Parking Herceg Novi,exact_match
parking-bijelopolje.me,parking-bijelopolje.me,cg,Parking Bijelo Polje,exact_match
parking-berane.me,parking-berane.me,cg,Parking Berane,exact_match
parking-niksic.me,parking-niksic.me,cg,Parking Nikšić,exact_match
parking-cetinje.me,parking-cetinje.me,cg,Parking Cetinje,exact_match
parking-danilovgrad.me,parking-danilovgrad.me,cg,Parking Danilovgrad,exact_match
parking-gusinje.me,parking-gusinje.me,cg,Parking Gusinje,exact_match
parking-plav.me,parking-plav.me,cg,Parking Plav,exact_match
parking-rozaje.me,parking-rozaje.me,cg,Parking Rožaje,exact_match
parking-mojkovac.me,parking-mojkovac.me,cg,Parking Mojkovac,exact_match
parking-pljevlja.me,parking-pljevlja.me,cg,Parking Pljevlja,exact_match
parking-zabljak.me,parking-zabljak.me,cg,Parking Žabljak,exact_match
parking-andrijevica.me,parking-andrijevica.me,cg,Parking Andrijevica,exact_match
parking-zeta.me,parking-zeta.me,cg,Parking Zeta,exact_match
parking-ulcinj.me,parking-ulcinj.me,cg,Parking Ulcinj,exact_match
parking-bar.ba,parking-bar.ba,bih,Parking Bar,exact_match
parking-bijeljina.ba,parking-bijeljina.ba,bih,Parking Bijeljina,exact_match
parking-brcko.ba,parking-brcko.ba,bih,Parking Brčko,exact_match
parking-doboj.ba,parking-doboj.ba,bih,Parking Doboj,exact_match
parking-goražde.ba,parking-gorazde.ba,bih,Parking Goražde,exact_match
parking-gradačac.ba,parking-gradacac.ba,bih,Parking Gradačac,exact_match
parking-jajce.ba,parking-jajce.ba,bih,Parking Jajce,exact_match
parking-kakanj.ba,parking-kakanj.ba,bih,Parking Kakanj,exact_match
parking-kalesija.ba,parking-kalesija.ba,bih,Parking Kalesija,exact_match
parking-kiseljak.ba,parking-kiseljak.ba,bih,Parking Kiseljak,exact_match
parking-konjic.ba,parking-konjic.ba,bih,Parking Konjic,exact_match
parking-livno.ba,parking-livno.ba,bih,Parking Livno,exact_match
parking-lukavac.ba,parking-lukavac.ba,bih,Parking Lukavac,exact_match
parking-maglaj.ba,parking-maglaj.ba,bih,Parking Maglaj,exact_match
parking-mostar.ba,parking-mostar.ba,bih,Parking Mostar,exact_match
parking-mrkonci.ba,parking-mrkonci.ba,bih,Parking Mrkonjić Grad,exact_match
parking-novo-sarajevo.ba,parking-novo-sarajevo.ba,bih,Parking Novo Sarajevo,exact_match
parking-pale.ba,parking-pale.ba,bih,Parking Pale,exact_match
parking-prijedor.ba,parking-prijedor.ba,bih,Parking Prijedor,exact_match
parking-sanski-most.ba,parking-sanski-most.ba,bih,Parking Sanski Most,exact_match
parking-srebrenica.ba,parking-srebrenica.ba,bih,Parking Srebrenica,exact_match
parking-tešanj.ba,parking-tesanj.ba,bih,Parking Tešanj,exact_match
parking-travnik.ba,parking-travnik.ba,bih,Parking Travnik,exact_match
parking-tuzla.ba,parking-tuzla.ba,bih,Parking Tuzla,exact_match
parking-visoko.ba,parking-visoko.ba,bih,Parking Visoko,exact_match
parking-vitez.ba,parking-vitez.ba,bih,Parking Vitez,exact_match
parking-zenica.ba,parking-zenica.ba,bih,Parking Zenica,exact_match
parking-zivinice.ba,parking-zivinice.ba,bih,Parking Živinice,exact_match
parking-zvornik.ba,parking-zvornik.ba,bih,Parking Zvornik,exact_match
parking-banja-luka.ba,parking-banja-luka.ba,bih,Parking Banja Luka,exact_match
parking-east-sarajevo.ba,parking-east-sarajevo.ba,bih,Parking Istočno Sarajevo,exact_match
parking-foca.ba,parking-foca.ba,bih,Parking Foča,exact_match
parking-gacko.ba,parking-gacko.ba,bih,Parking Gacko,exact_match
parking-ileza.ba,parking-ileza.ba,bih,Parking Ilijaš,exact_match
parking-jablanica.ba,parking-jablanica.ba,bih,Parking Jablanica,exact_match
parking-kalinovik.ba,parking-kalinovik.ba,bih,Parking Kalinovik,exact_match
parking-kotor-varos.ba,parking-kotor-varos.ba,bih,Parking Kotor Varoš,exact_match
parking-laktasi.ba,parking-laktasi.ba,bih,Parking Laktasi,exact_match
parking-ljubinje.ba,parking-ljubinje.ba,bih,Parking Ljubinje,exact_match
parking-modrica.ba,parking-modrica.ba,bih,Parking Modriča,exact_match
parking-nevesinje.ba,parking-nevesinje.ba,bih,Parking Nevesinje,exact_match
parking-odzak.ba,parking-odzak.ba,bih,Parking Odžak,exact_match
parking-opacani.ba,parking-opacani.ba,bih,Parking Orašje,exact_match
parking-osmac.ba,parking-osmac.ba,bih,Parking Osmaci,exact_match
parking-petrovac.ba,parking-petrovac.ba,bih,Parking Petrovac,exact_match
parking-posusje.ba,parking-posusje.ba,bih,Parking Posušje,exact_match
parking-prnjavor.ba,parking-prnjavor.ba,bih,Parking Prnjavor,exact_match
parking-rudo.ba,parking-rudo.ba,bih,Parking Rudo,exact_match
parking-sapna.ba,parking-sapna.ba,bih,Parking Sapna,exact_match
parking-sokolac.ba,parking-sokolac.ba,bih,Parking Sokolac,exact_match
parking-stolac.ba,parking-stolac.ba,bih,Parking Stolac,exact_match
parking-tomislavgrad.ba,parking-tomislavgrad.ba,bih,Parking Tomislavgrad,exact_match
parking-trebinje.ba,parking-trebinje.ba,bih,Parking Trebinje,exact_match
parking-usora.ba,parking-usora.ba,bih,Parking Usora,exact_match
parking-vares.ba,parking-vares.ba,bih,Parking Vareš,exact_match
parking-vlasenica.ba,parking-vlasenica.ba,bih,Parking Vlasenica,exact_match
parking-vogosca.ba,parking-vogosca.ba,bih,Parking Vogosća,exact_match
parking-zavidovici.ba,parking-zavidovici.ba,bih,Parking Zavidovići,exact_match
parking-zepce.ba,parking-zepce.ba,bih,Parking Žepče,exact_match
parking-zupanja.hr,parking-zupanja.hr,hr,Parking Županja,exact_match
parking-zut.hr,parking-zut.hr,hr,Parking Žut,exact_match
parking-zvecevo.hr,parking-zvecevo.hr,hr,Parking Zvečevо,exact_match
parking-zumberak.hr,parking-zumberak.hr,hr,Parking Žumberak,exact_match
putevi-notice.cc,putevi-srbije.rs,RS,Putevi Srbije,added-word
putevi-kazna.rs,putevi-srbije.rs,RS,Putevi Srbije,added-word
putevi-srbije.login,putevi-srbije.rs,RS,Putevi Srbije,added-word
putevi-srbije.online,putevi-srbije.rs,RS,Putevi Srbije,wrong-tld
putevi-srbije.org,putevi-srbije.rs,RS,Putevi Srbije,wrong-tld
putevi-srbije.rs.com,putevi-srbije.rs,RS,Putevi Srbije,wrong-tld
putevi-srbijeee.rs,putevi-srbije.rs,RS,Putevi Srbije,repetition
putevi-srbije-rs.rs,putevi-srbije.rs,RS,Putevi Srbije,omitted-dot
putevi-srbije-info.rs,putevi-srbije.rs,RS,Putevi Srbije,added-word
putevi-srbije-payment.rs,putevi-srbije.rs,RS,Putevi Srbije,added-word
mup-gov.rs,mup.gov.rs,RS,MUP Srbije,omitted-dot
mup.gov.net,mup.gov.rs,RS,MUP Srbije,wrong-tld
mup.gov.org,mup.gov.rs,RS,MUP Srbije,wrong-tld
mup.gov.online,mup.gov.rs,RS,MUP Srbije,wrong-tld
mup-gov.online,mup.gov.rs,RS,MUP Srbije,wrong-tld
mup.rs.com,mup.gov.rs,RS,MUP Srbije,wrong-tld
mupp.gov.rs,mup.gov.rs,RS,MUP Srbije,repetition
muup.gov.rs,mup.gov.rs,RS,MUP Srbije,repetition
mup-login.gov.rs,mup.gov.rs,RS,MUP Srbije,added-word
mup-verify.gov.rs,mup.gov.rs,RS,MUP Srbije,added-word
euprava.gov.online,euprava.gov.rs,RS,eUprava Srbija,wrong-tld
euprava-gov.rs,euprava.gov.rs,RS,eUprava Srbija,omitted-dot
euprava-login.rs,euprava.gov.rs,RS,eUprava Srbija,added-word
e-uprava.rs,euprava.gov.rs,RS,eUprava Srbija,omitted-dot
euprva.rs,euprava.gov.rs,RS,eUprava Srbija,substitution
euprava-secure.rs,euprava.gov.rs,RS,eUprava Srbija,added-word
poreskauprava.gov.online,poreskauprava.gov.rs,RS,Poreska uprava Srbija,wrong-tld
poreskauprava-gov.rs,poreskauprava.gov.rs,RS,Poreska uprava Srbija,omitted-dot
poreskauprava-login.rs,poreskauprava.gov.rs,RS,Poreska uprava Srbija,added-word
porezna.rs,poreskauprava.gov.rs,RS,Poreska uprava Srbija,substitution
rzs.gov.online,rzs.gov.rs,RS,RZS Srbija,wrong-tld
rzs-gov.rs,rzs.gov.rs,RS,RZS Srbija,omitted-dot
rzs-login.rs,rzs.gov.rs,RS,RZS Srbija,added-word
rzss.rs,rzs.gov.rs,RS,RZS Srbija,repetition
pio.rs,pio.rs,RS,PIO Fond,wrong-tld
piofond.rs,pio.rs,RS,PIO Fond,substitution
pio-login.rs,pio.rs,RS,PIO Fond,added-word
posta.rs.com,posta.rs,RS,Pošta Srbije,wrong-tld
posta.online,posta.rs,RS,Pošta Srbije,wrong-tld
posta-login.rs,posta.rs,RS,Pošta Srbije,added-word
posta-srbije.rs,posta.rs,RS,Pošta Srbije,omitted-dot
postexpress.rs.com,posta.rs,RS,Post Express,wrong-tld
dexpress.rs.com,dexpress.rs,RS,DExpress,wrong-tld
dexpress-login.rs,dexpress.rs,RS,DExpress,added-word
dexpress-tracking.rs,dexpress.rs,RS,DExpress,added-word
cityexpress.rs.com,cityexpress.rs,RS,City Express,wrong-tld
cityexpress-login.rs,cityexpress.rs,RS,City Express,added-word
overseas.rs.com,overseas.rs,RS,Overseas Express,wrong-tld
eps.rs.com,eps.rs,RS,EPS,wrong-tld
eps.online,eps.rs,RS,EPS,wrong-tld
eps-login.rs,eps.rs,RS,EPS,added-word
eps-bills.rs,eps.rs,RS,EPS,added-word
srbijagas.rs.com,srbijagas.rs,RS,Srbijagas,wrong-tld
srbijagas-login.rs,srbijagas.rs,RS,Srbijagas,added-word
infrazs.rs.com,infrazs.rs,RS,Infrastruktura železnice,wrong-tld
bancaintesa.rs.com,bancaintesa.rs,RS,Banca Intesa,wrong-tld
bancaintesa.online,bancaintesa.rs,RS,Banca Intesa,wrong-tld
bancaintesa-login.rs,bancaintesa.rs,RS,Banca Intesa,added-word
bancaintesa-verify.rs,bancaintesa.rs,RS,Banca Intesa,added-word
bancaintesa-secure.rs,bancaintesa.rs,RS,Banca Intesa,added-word
bancaintesaa.rs,bancaintesa.rs,RS,Banca Intesa,repetition
bancaintesas.rs,bancaintesa.rs,RS,Banca Intesa,repetition
banca-intesa.rs,bancaintesa.rs,RS,Banca Intesa,omitted-dot
raiffeisenbank.rs.com,raiffeisenbank.rs,RS,Raiffeisen Bank,wrong-tld
raiffeisen.online,raiffeisenbank.rs,RS,Raiffeisen Bank,wrong-tld
raiffeisen-login.rs,raiffeisenbank.rs,RS,Raiffeisen Bank,added-word
raiffeisen-verify.rs,raiffeisenbank.rs,RS,Raiffeisen Bank,added-word
raiffesen.rs,raiffeisenbank.rs,RS,Raiffeisen Bank,substitution
raiffeisen-bank.rs,raiffeisenbank.rs,RS,Raiffeisen Bank,omitted-dot
otpbank.rs.com,otpbank.rs,RS,OTP Banka,wrong-tld
otp.online,otpbank.rs,RS,OTP Banka,wrong-tld
otp-login.rs,otpbank.rs,RS,OTP Banka,added-word
otp-verify.rs,otpbank.rs,RS,OTP Banka,added-word
otpbanka.rs,otpbank.rs,RS,OTP Banka,substitution
otp-bank.rs,otpbank.rs,RS,OTP Banka,omitted-dot
unicreditbank.rs.com,unicreditbank.rs,RS,UniCredit Bank,wrong-tld
unicredit.online,unicreditbank.rs,RS,UniCredit Bank,wrong-tld
unicredit-login.rs,unicreditbank.rs,RS,UniCredit Bank,added-word
unicredit-verify.rs,unicreditbank.rs,RS,UniCredit Bank,added-word
unicredit-bank.rs,unicreditbank.rs,RS,UniCredit Bank,omitted-dot
aikbanka.rs.com,aikbanka.rs,RS,AIK Banka,wrong-tld
aikbanka.online,aikbanka.rs,RS,AIK Banka,wrong-tld
aik-login.rs,aikbanka.rs,RS,AIK Banka,added-word
aikbanka-login.rs,aikbanka.rs,RS,AIK Banka,added-word
aik-banka.rs,aikbanka.rs,RS,AIK Banka,omitted-dot
nlb.rs.com,nlb.rs,RS,NLB Komercijalna banka,wrong-tld
nlb-login.rs,nlb.rs,RS,NLB Komercijalna banka,added-word
erstebank.rs.com,erstebank.rs,RS,Erste Bank,wrong-tld
erste.online,erstebank.rs,RS,Erste Bank,wrong-tld
erste-login.rs,erstebank.rs,RS,Erste Bank,added-word
erste-bank.rs,erstebank.rs,RS,Erste Bank,omitted-dot
mts.rs.com,mts.rs,RS,mts,wrong-tld
mts.online,mts.rs,RS,mts,wrong-tld
mts-login.rs,mts.rs,RS,mts,added-word
mts-bill.rs,mts.rs,RS,mts,added-word
mts.rs.net,mts.rs,RS,mts,wrong-tld
yettel.rs.com,yettel.rs,RS,Yettel,wrong-tld
yettel.online,yettel.rs,RS,Yettel,wrong-tld
yettel-login.rs,yettel.rs,RS,Yettel,added-word
yettel-verify.rs,yettel.rs,RS,Yettel,added-word
a1.rs.com,a1.rs,RS,A1 Srbija,wrong-tld
a1.online,a1.rs,RS,A1 Srbija,wrong-tld
a1-login.rs,a1.rs,RS,A1 Srbija,added-word
sbb.rs.com,sbb.rs,RS,SBB,wrong-tld
sbb.online,sbb.rs,RS,SBB,wrong-tld
sbb-login.rs,sbb.rs,RS,SBB,added-word
sbb-account.rs,sbb.rs,RS,SBB,added-word
oriontelekom.rs.com,oriontelekom.rs,RS,Orion Telekom,wrong-tld
orion-login.rs,oriontelekom.rs,RS,Orion Telekom,added-word
supernova.rs.com,supernova.rs,RS,Supernova,wrong-tld
kopenikus.rs,kopernikus.rs,RS,Kopernikus,substitution
beotel.rs.com,beotel.rs,RS,BeotelNet,wrong-tld
glovoapp.com.online,glovoapp.com,RS,Glovo,wrong-tld
glovo-login.rs,glovoapp.com,RS,Glovo,added-word
wolt.com.online,wolt.com,RS,Wolt,wrong-tld
donesi.rs.com,donesi.rs,RS,Donesi,wrong-tld
maxi.rs.com,maxi.rs,RS,Maxi,wrong-tld
maxi.online,maxi.rs,RS,Maxi,wrong-tld
maxi-login.rs,maxi.rs,RS,Maxi,added-word
idea.rs.com,idea.rs,RS,Idea,wrong-tld
univerexport.rs.com,univerexport.rs,RS,Univerexport,wrong-tld
tempo.rs.com,tempo.rs,RS,Tempo,wrong-tld
gigatron.rs.com,gigatron.rs,RS,Gigatron,wrong-tld
gigatron-login.rs,gigatron.rs,RS,Gigatron,added-word
tehnomanija.rs.com,tehnomanija.rs,RS,Tehnomanija,wrong-tld
winwin.rs.com,winwin.rs,RS,WinWin,wrong-tld
lidl.rs.com,lidl.rs,RS,Lidl,wrong-tld
lidl-online.rs,lidl.rs,RS,Lidl,added-word
nis.rs.com,nis.rs,RS,NIS Petrol,wrong-tld
nis-login.rs,nis.rs,RS,NIS Petrol,added-word
lukoil.rs.com,lukoil.rs,RS,Lukoil,wrong-tld
omv.rs.com,omv.rs,RS,OMV,wrong-tld
gazprom.rs.com,gazprom.rs,RS,Gazprom,wrong-tld
blic.rs.com,blic.rs,RS,Blic,wrong-tld
blic.online,blic.rs,RS,Blic,wrong-tld
blic-info.rs,blic.rs,RS,Blic,added-word
blic-vesti.rs,blic.rs,RS,Blic,added-word
blicc.rs,blic.rs,RS,Blic,repetition
kurir.rs.com,kurir.rs,RS,Kurir,wrong-tld
kurir.online,kurir.rs,RS,Kurir,wrong-tld
kurir-info.rs,kurir.rs,RS,Kurir,added-word
kurirr.rs,kurir.rs,RS,Kurir,repetition
telegraf.rs.com,telegraf.rs,RS,Telegraf,wrong-tld
telegraf.online,telegraf.rs,RS,Telegraf,wrong-tld
telegraf-info.rs,telegraf.rs,RS,Telegraf,added-word
telegraff.rs,telegraf.rs,RS,Telegraf,repetition
novosti.rs.com,novosti.rs,RS,Novosti,wrong-tld
novosti.online,novosti.rs,RS,Novosti,wrong-tld
novost.rs,novosti.rs,RS,Novosti,substitution
politika.rs.com,politika.rs,RS,Politika,wrong-tld
politika.online,politika.rs,RS,Politika,wrong-tld
politka.rs,politika.rs,RS,Politika,substitution
b92.rs.com,b92.rs,RS,B92,wrong-tld
b92.online,b92.rs,RS,B92,wrong-tld
b922.rs,b92.rs,RS,B92,repetition
rts.rs.com,rts.rs,RS,RTS,wrong-tld
rts.online,rts.rs,RS,RTS,wrong-tld
rtts.rs,rts.rs,RS,RTS,repetition
n1.rs.com,n1.rs,RS,N1,wrong-tld
n1-info.rs,n1.rs,RS,N1,added-word
kupujemprodajem.rs.com,kupujemprodajem.rs,RS,KupujemProdajem,wrong-tld
kupujemprodajem.online,kupujemprodajem.rs,RS,KupujemProdajem,wrong-tld
kp.rs.com,kupujemprodajem.rs,RS,KupujemProdajem,wrong-tld
kupujemprodajem-login.rs,kupujemprodajem.rs,RS,KupujemProdajem,added-word
eporezi.gov.online,eporezi.gov.rs,RS,ePorezi,wrong-tld
eporezi-login.rs,eporezi.gov.rs,RS,ePorezi,added-word
beg.aero.online,beg.aero,RS,Beogradski aerodrom,wrong-tld
cert.rs.com,cert.rs,RS,CERT Srbije,wrong-tld
